Pclass,Age,SibSp,Parch,Fare,Ticket,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Survived
2.0,34.0,0.0,1.0,23.0,0.3884993021638418,1.0,0.0,0.0,0.0,1.0,1
2.0,34.0,1.0,0.0,26.0,0.3884993021638418,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.8958,0.3814866760168303,1.0,0.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.8958,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
1.0,21.0,0.0,1.0,77.2875,0.3884992965610454,0.0,1.0,0.0,0.0,1.0,0
3.0,33.0,0.0,0.0,8.6542,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,37.0,2.0,0.0,7.925,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.8958,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
3.0,21.0,0.0,0.0,7.65,0.3884992987377279,1.0,0.0,0.0,0.0,1.0,1
3.0,28.0,0.0,0.0,7.775,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,1
3.0,38.0,0.0,0.0,7.8958,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,1.0,0.0,24.15,0.3764044886493897,1.0,0.0,0.0,1.0,0.0,1
1.0,47.0,0.0,0.0,52.0,0.3764044922731047,0.0,1.0,0.0,0.0,1.0,0
3.0,14.5,1.0,0.0,14.4542,0.3870967720247239,1.0,0.0,1.0,0.0,0.0,0
3.0,22.0,0.0,0.0,8.05,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,20.0,1.0,0.0,9.825,0.3814866760168303,1.0,0.0,0.0,0.0,1.0,0
3.0,17.0,0.0,0.0,14.4583,0.3814866738794381,1.0,0.0,1.0,0.0,0.0,0
3.0,21.0,0.0,0.0,7.925,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,70.5,0.0,0.0,7.75,0.3814866760168303,0.0,1.0,0.0,1.0,0.0,0
2.0,29.0,1.0,0.0,21.0,0.3814866738794381,0.0,1.0,0.0,0.0,1.0,0
1.0,24.0,0.0,1.0,247.5208,0.3856942530911989,0.0,1.0,1.0,0.0,0.0,0
3.0,2.0,4.0,2.0,31.275,0.38709665577978314,1.0,0.0,0.0,0.0,1.0,0
2.0,21.0,2.0,0.0,73.5,0.37640447879911143,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,8.05,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
2.0,32.5,1.0,0.0,30.0708,0.3870967776275203,0.0,1.0,1.0,0.0,0.0,0
2.0,32.5,0.0,0.0,13.0,0.3870967741935484,1.0,0.0,0.0,0.0,1.0,1
1.0,54.0,0.0,1.0,77.2875,0.3814866738794381,0.0,1.0,0.0,0.0,1.0,0
3.0,12.0,1.0,0.0,11.2417,0.38148667948223447,0.0,1.0,1.0,0.0,0.0,1
3.0,28.0,0.0,0.0,7.75,0.3814866760168303,0.0,1.0,0.0,1.0,0.0,0
3.0,24.0,0.0,0.0,7.1417,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,1
3.0,28.0,1.0,1.0,22.3583,0.3884993021638418,1.0,0.0,1.0,0.0,0.0,1
3.0,45.0,0.0,0.0,6.975,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,33.0,0.0,0.0,7.8958,0.3884992987377279,0.0,1.0,1.0,0.0,0.0,0
3.0,20.0,0.0,0.0,7.05,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
3.0,47.0,1.0,0.0,14.5,0.3856942496493689,1.0,0.0,0.0,0.0,1.0,0
2.0,29.0,1.0,0.0,26.0,0.3856942496493689,1.0,0.0,0.0,0.0,1.0,1
2.0,25.0,0.0,0.0,13.0,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
2.0,23.0,0.0,0.0,15.0458,0.3856942496493689,0.0,1.0,1.0,0.0,0.0,0
1.0,19.0,0.0,2.0,26.2833,0.37640449438202245,1.0,0.0,0.0,0.0,1.0,1
1.0,37.0,1.0,0.0,53.1,0.3764044978759011,0.0,1.0,0.0,0.0,1.0,0
3.0,16.0,0.0,0.0,9.2167,0.3884992965610454,0.0,1.0,0.0,0.0,1.0,0
1.0,24.0,0.0,0.0,79.2,0.3764044922731047,0.0,1.0,1.0,0.0,0.0,0
3.0,28.0,0.0,2.0,15.2458,0.38569424748840253,1.0,0.0,1.0,0.0,0.0,0
3.0,22.0,0.0,0.0,7.75,0.37640449438202245,1.0,0.0,0.0,0.0,1.0,1
3.0,24.0,1.0,0.0,15.85,0.3814866738794381,1.0,0.0,0.0,0.0,1.0,1
3.0,19.0,0.0,0.0,6.75,0.3870967741935484,0.0,1.0,0.0,1.0,0.0,0
2.0,18.0,0.0,0.0,11.5,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
2.0,19.0,1.0,1.0,36.75,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
3.0,27.0,0.0,0.0,7.7958,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,1
3.0,9.0,2.0,2.0,34.375,0.38709675816798367,1.0,0.0,0.0,0.0,1.0,0
2.0,36.5,0.0,2.0,26.0,0.3856942530911989,0.0,1.0,0.0,0.0,1.0,0
2.0,42.0,0.0,0.0,13.0,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
2.0,51.0,0.0,0.0,12.525,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
1.0,22.0,1.0,0.0,66.6,0.3870967720247239,1.0,0.0,0.0,0.0,1.0,1
3.0,55.5,0.0,0.0,8.05,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,40.5,0.0,2.0,14.5,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.3125,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
1.0,51.0,0.0,1.0,61.3792,0.3856942496493689,0.0,1.0,1.0,0.0,0.0,0
3.0,16.0,0.0,0.0,7.7333,0.3884992987377279,1.0,0.0,0.0,1.0,0.0,1
3.0,30.0,0.0,0.0,8.05,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,8.6625,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,8.0,2.0,69.55,0.3884991798949273,0.0,1.0,0.0,0.0,1.0,0
3.0,44.0,0.0,1.0,16.1,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
2.0,40.0,0.0,0.0,15.75,0.3884992987377279,1.0,0.0,0.0,0.0,1.0,1
3.0,26.0,0.0,0.0,7.775,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,17.0,0.0,0.0,8.6625,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
3.0,1.0,4.0,1.0,39.6875,0.385694131664639,0.0,1.0,0.0,0.0,1.0,0
3.0,9.0,0.0,2.0,20.525,0.37640449626437944,0.0,1.0,0.0,0.0,1.0,1
1.0,28.0,0.0,1.0,55.0,0.3884993021638418,1.0,0.0,0.0,0.0,1.0,1
3.0,45.0,1.0,4.0,27.9,0.38148663308616537,1.0,0.0,0.0,0.0,1.0,0
1.0,28.0,0.0,0.0,25.925,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,56.4958,0.3814868040409881,0.0,1.0,0.0,0.0,1.0,0
1.0,61.0,0.0,0.0,33.5,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
3.0,4.0,4.0,1.0,29.125,0.38709675816798367,0.0,1.0,0.0,1.0,0.0,0
3.0,1.0,1.0,1.0,11.1333,0.3856942530911989,1.0,0.0,0.0,0.0,1.0,1
3.0,21.0,0.0,0.0,7.925,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
1.0,56.0,0.0,0.0,30.6958,0.37640449438202245,0.0,1.0,1.0,0.0,0.0,0
3.0,18.0,1.0,1.0,7.8542,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,3.0,1.0,25.4667,0.38569424377525335,0.0,1.0,0.0,0.0,1.0,0
1.0,50.0,0.0,0.0,28.7125,0.3814866760168303,1.0,0.0,1.0,0.0,0.0,0
2.0,30.0,0.0,0.0,13.0,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,36.0,0.0,0.0,0.0,0.38148667020679605,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,8.0,2.0,69.55,0.38709673063155015,1.0,0.0,0.0,0.0,1.0,0
2.0,28.0,0.0,0.0,15.05,0.3856942496493689,0.0,1.0,1.0,0.0,0.0,0
3.0,9.0,4.0,2.0,31.3875,0.3856942750812433,0.0,1.0,0.0,0.0,1.0,0
2.0,1.0,2.0,1.0,39.0,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,1
3.0,4.0,0.0,2.0,22.025,0.3814866760168303,1.0,0.0,0.0,0.0,1.0,1
1.0,28.0,0.0,0.0,50.0,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,1.0,0.0,15.5,0.3870967741935484,1.0,0.0,0.0,1.0,0.0,1
1.0,45.0,0.0,0.0,26.55,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,1
3.0,40.0,1.0,1.0,15.5,0.3814866738794381,0.0,1.0,0.0,1.0,0.0,0
3.0,36.0,0.0,0.0,7.8958,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
2.0,32.0,0.0,0.0,13.0,0.3870967741935484,1.0,0.0,0.0,0.0,1.0,1
2.0,19.0,0.0,0.0,13.0,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
3.0,19.0,1.0,0.0,7.8542,0.37640449438202245,1.0,0.0,0.0,0.0,1.0,1
2.0,3.0,1.0,1.0,26.0,0.3856942530911989,0.0,1.0,0.0,0.0,1.0,1
1.0,44.0,0.0,0.0,27.7208,0.3870967741935484,1.0,0.0,1.0,0.0,0.0,1
1.0,58.0,0.0,0.0,146.5208,0.38148667948223447,1.0,0.0,1.0,0.0,0.0,1
3.0,28.0,0.0,0.0,7.75,0.37640449438202245,0.0,1.0,0.0,1.0,0.0,0
3.0,42.0,0.0,1.0,8.4042,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.75,0.37640449438202245,1.0,0.0,0.0,1.0,0.0,1
2.0,24.0,0.0,0.0,13.0,0.3856942496493689,1.0,0.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,9.5,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,8.0,2.0,69.55,0.3884991798949273,0.0,1.0,0.0,0.0,1.0,0
3.0,34.0,0.0,0.0,6.4958,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,45.5,0.0,0.0,7.225,0.3814866760168303,0.0,1.0,1.0,0.0,0.0,0
3.0,18.0,0.0,0.0,8.05,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,1
3.0,2.0,0.0,1.0,10.4625,0.3884992987377279,1.0,0.0,0.0,0.0,1.0,0
3.0,32.0,1.0,0.0,15.85,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
3.0,26.0,0.0,0.0,18.7875,0.3870967720247239,0.0,1.0,1.0,0.0,0.0,1
3.0,16.0,0.0,0.0,7.75,0.37640449438202245,1.0,0.0,0.0,1.0,0.0,1
1.0,40.0,0.0,0.0,31.0,0.37640449438202245,0.0,1.0,1.0,0.0,0.0,1
3.0,24.0,0.0,0.0,7.05,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
2.0,35.0,0.0,0.0,21.0,0.37640449438202245,1.0,0.0,0.0,0.0,1.0,1
3.0,22.0,0.0,0.0,7.25,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
2.0,30.0,0.0,0.0,13.0,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,1.0,0.0,7.75,0.3884992987377279,0.0,1.0,0.0,1.0,0.0,0
1.0,31.0,1.0,0.0,113.275,0.3764044978759011,1.0,0.0,1.0,0.0,0.0,1
3.0,27.0,0.0,0.0,7.925,0.3884992987377279,1.0,0.0,0.0,0.0,1.0,1
2.0,42.0,1.0,0.0,27.0,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
1.0,32.0,0.0,0.0,76.2917,0.37640449438202245,1.0,0.0,1.0,0.0,0.0,1
2.0,30.0,0.0,0.0,10.5,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,16.0,0.0,0.0,8.05,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,1
2.0,27.0,0.0,0.0,13.0,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,51.0,0.0,0.0,8.05,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.8958,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
1.0,38.0,1.0,0.0,90.0,0.3870967776275203,0.0,1.0,0.0,0.0,1.0,1
3.0,22.0,0.0,0.0,9.35,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
2.0,19.0,0.0,0.0,10.5,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,1
3.0,20.5,0.0,0.0,7.25,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
2.0,18.0,0.0,0.0,13.0,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,3.0,1.0,25.4667,0.38709675816798367,1.0,0.0,0.0,0.0,1.0,0
1.0,35.0,1.0,0.0,83.475,0.3884992987377279,1.0,0.0,0.0,0.0,1.0,1
3.0,29.0,0.0,0.0,7.775,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
2.0,59.0,0.0,0.0,13.5,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,5.0,4.0,2.0,31.3875,0.38709678576756734,1.0,0.0,0.0,0.0,1.0,1
2.0,24.0,0.0,0.0,10.5,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.55,0.37640449438202245,1.0,0.0,0.0,0.0,1.0,0
2.0,44.0,1.0,0.0,26.0,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
2.0,8.0,0.0,2.0,26.25,0.3814866778217858,1.0,0.0,0.0,0.0,1.0,1
2.0,19.0,0.0,0.0,10.5,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
2.0,33.0,0.0,0.0,12.275,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,1.0,0.0,14.4542,0.3884992965610454,1.0,0.0,1.0,0.0,0.0,0
3.0,28.0,1.0,0.0,15.5,0.3884992987377279,1.0,0.0,0.0,1.0,0.0,1
2.0,29.0,0.0,0.0,10.5,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
3.0,22.0,0.0,0.0,7.125,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
3.0,30.0,0.0,0.0,7.225,0.37640449438202245,0.0,1.0,1.0,0.0,0.0,0
1.0,44.0,2.0,0.0,90.0,0.38148667948223447,0.0,1.0,0.0,1.0,0.0,0
3.0,25.0,0.0,0.0,7.775,0.3870967741935484,1.0,0.0,0.0,0.0,1.0,0
2.0,24.0,0.0,2.0,14.5,0.3856942530911989,1.0,0.0,0.0,0.0,1.0,1
1.0,37.0,1.0,1.0,52.5542,0.3856942530911989,0.0,1.0,0.0,0.0,1.0,1
2.0,54.0,1.0,0.0,26.0,0.3814866738794381,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.25,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
3.0,29.0,1.0,1.0,10.4625,0.3884992987377279,1.0,0.0,0.0,0.0,1.0,0
1.0,62.0,0.0,0.0,26.55,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
3.0,30.0,1.0,0.0,16.1,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,41.0,0.0,2.0,20.2125,0.3764044922731047,1.0,0.0,0.0,0.0,1.0,0
3.0,29.0,0.0,2.0,15.2458,0.3870967741935484,1.0,0.0,1.0,0.0,0.0,1
1.0,28.0,0.0,0.0,79.2,0.3814866760168303,1.0,0.0,1.0,0.0,0.0,1
1.0,30.0,0.0,0.0,86.5,0.38148668543677555,1.0,0.0,0.0,0.0,1.0,1
1.0,35.0,0.0,0.0,512.3292,0.3870967741935484,1.0,0.0,1.0,0.0,0.0,1
2.0,50.0,0.0,1.0,26.0,0.3856942496493689,1.0,0.0,0.0,0.0,1.0,1
3.0,28.0,0.0,0.0,7.75,0.3856942496493689,0.0,1.0,0.0,1.0,0.0,0
3.0,3.0,4.0,2.0,31.3875,0.3814866878231038,0.0,1.0,0.0,0.0,1.0,1
1.0,52.0,1.0,1.0,79.65,0.38709678352805194,0.0,1.0,0.0,0.0,1.0,0
1.0,40.0,0.0,0.0,0.0,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.75,0.3856942496493689,1.0,0.0,0.0,1.0,0.0,0
2.0,36.0,0.0,0.0,10.5,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
3.0,16.0,4.0,1.0,39.6875,0.3764043792390494,0.0,1.0,0.0,0.0,1.0,0
3.0,25.0,1.0,0.0,7.775,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,1
1.0,58.0,0.0,1.0,153.4625,0.3814866778217858,1.0,0.0,0.0,0.0,1.0,1
1.0,35.0,0.0,0.0,135.6333,0.3884993004358813,1.0,0.0,0.0,0.0,1.0,1
